trueloc,idall,id1,id2,id3,id4,  seall,se1,se2,se3,se4,  zall,z1,z2,z3,z4,  zzall,zz1,zz2,zz3,zz4
 2.511 , 2.889 , 1.813 , 3.045 , 2.440 , 3.450 , 0.768 , 1.187 , 1.925 , 1.205 , 1.868 , 0.032 ,-0.043 , 0.236 , 0.094 , 0.166 , 0.696 , 1.189 , 0.011 , 0.350 , 0.004
 0.986 , 1.365 , 0.996 , 1.479 , 1.676 , 1.307 , 0.499 , 1.137 , 1.182 , 1.118 , 0.762 , 0.050 , 0.044 , 0.071 , 0.030 , 0.061 , 0.639 , 0.732 , 0.529 , 0.828 , 0.514
-1.331 ,-0.873 ,-1.026 ,-0.427 ,-0.414 ,-1.285 , 0.469 , 1.221 , 0.985 , 0.994 , 0.746 , 0.024 ,-0.102 , 0.070 , 0.021 ,-0.064 , 1.150 , 0.282 , 2.070 , 1.563 , 0.525
 1.002 , 1.411 , 1.312 , 1.265 , 3.229 , 0.749 , 0.504 , 1.150 , 1.151 , 1.905 , 0.744 , 0.041 , 0.054 ,-0.016 , 0.243 , 0.034 , 0.675 , 0.667 , 1.098 , 0.007 , 0.428
-1.426 ,-0.667 ,-0.703 ,-0.403 ,-0.139 ,-1.160 , 0.453 , 0.989 , 1.025 , 0.957 , 0.797 , 0.011 ,-0.019 , 0.090 ,-0.062 ,-0.010 , 1.157 , 0.926 , 1.831 , 1.402 , 0.819
 1.888 , 2.239 , 2.910 , 3.354 , 1.264 , 1.600 , 0.637 , 1.895 , 1.915 , 1.129 , 0.847 ,-0.017 , 0.245 , 0.237 , 0.041 ,-0.014 , 1.069 , 0.005 , 0.010 , 0.758 , 1.064
-1.695 ,-1.365 ,-1.897 ,-0.987 ,-2.164 ,-0.866 , 0.483 , 1.137 , 1.127 , 1.166 , 0.731 ,-0.001 ,-0.019 ,-0.008 ,-0.036 ,-0.013 , 0.998 , 0.873 , 0.948 , 0.752 , 0.967
-0.172 ,-0.380 , 0.123 ,-2.586 ,-1.001 , 0.642 , 0.442 , 0.994 , 1.888 , 0.971 , 0.726 , 0.014 , 0.025 ,-0.250 ,-0.035 , 0.022 , 0.819 , 1.237 , 0.002 , 0.487 , 0.562
-1.122 ,-0.547 ,-0.160 ,-0.430 ,-1.737 ,-0.235 , 0.453 , 0.952 , 1.052 , 1.150 , 0.703 ,-0.036 ,-0.026 ,-0.036 ,-0.068 ,-0.025 , 0.595 , 0.724 , 0.356 , 0.544 , 0.523
 0.499 , 0.289 ,-0.803 , 0.242 ,-0.201 , 1.228 , 0.437 , 0.952 , 0.951 , 0.997 , 0.762 , 0.007 ,-0.004 ,-0.026 , 0.028 , 0.012 , 0.966 , 0.919 , 0.806 , 0.940 , 0.843
-1.355 ,-1.515 ,-1.041 ,-2.466 ,-1.098 ,-1.649 , 0.515 , 1.073 , 1.896 , 0.925 , 0.886 , 0.033 ,-0.030 ,-0.245 ,-0.022 , 0.218 , 1.271 , 0.337 , 0.005 , 0.752 , 2.691
-0.809 ,-0.251 ,-0.366 , 0.361 ,-0.578 ,-0.366 , 0.426 , 1.045 , 0.924 , 0.933 , 0.682 ,-0.004 , 0.058 , 0.011 , 0.001 ,-0.033 , 1.004 , 1.385 , 0.983 , 1.216 , 0.692
 0.853 , 1.398 , 2.656 , 0.694 , 0.700 , 1.659 , 0.504 , 1.896 , 1.117 , 0.932 , 0.841 , 0.005 , 0.244 ,-0.041 , 0.023 , 0.090 , 0.999 , 0.006 , 2.098 , 0.782 , 0.384
 1.352 , 2.039 , 2.928 , 1.614 , 1.127 , 2.212 , 0.631 , 1.890 , 1.158 , 1.134 , 1.093 ,-0.006 , 0.248 ,-0.100 , 0.068 , 0.012 , 1.002 , 0.003 , 1.590 , 0.592 , 0.838
 2.972 , 4.296 , 2.236 , 2.842 , 2.549 , 3.409 , 1.842 , 1.915 , 1.911 , 1.898 , 1.868 , 0.103 , 0.239 , 0.236 , 0.246 , 0.167 , 0.002 , 0.009 , 0.010 , 0.005 , 0.004
-0.443 ,-0.059 , 0.845 , 0.241 ,-0.494 ,-0.397 , 0.438 , 1.158 , 0.964 , 0.941 , 0.721 ,-0.017 ,-0.116 , 0.031 , 0.027 ,-0.039 , 0.999 , 1.676 , 0.682 , 1.049 , 0.932
 1.225 , 0.746 , 0.928 , 1.316 , 1.436 , 0.118 , 0.465 , 1.008 , 1.125 , 1.296 , 0.728 , 0.032 ,-0.001 , 0.006 , 0.095 , 0.037 , 0.674 , 0.849 , 0.960 , 0.222 , 0.713
-0.852 ,-1.966 ,-0.016 ,-3.210 ,-2.490 ,-2.127 , 0.636 , 0.964 , 1.890 , 1.911 , 1.095 , 0.101 , 0.107 ,-0.246 ,-0.239 ,-0.012 , 1.899 , 1.481 , 0.004 , 0.009 , 0.808
-0.997 ,-0.699 ,-1.611 , 0.160 ,-2.147 ,-0.287 , 0.459 , 1.185 , 0.945 , 1.891 , 0.696 ,-0.055 ,-0.026 , 0.030 ,-0.247 ,-0.029 , 0.600 , 0.809 , 0.598 , 0.004 , 0.522
 0.201 , 0.193 ,-0.831 ,-0.588 , 0.566 , 0.860 , 0.457 , 1.010 , 1.064 , 1.137 , 0.702 , 0.012 ,-0.050 ,-0.029 , 0.005 ,-0.007 , 0.992 , 0.714 , 0.361 , 0.969 , 1.135
 0.695 , 0.622 ,-0.326 , 1.046 , 1.279 , 0.685 , 0.457 , 0.986 , 1.150 , 1.177 , 0.734 , 0.030 , 0.034 , 0.048 , 0.069 , 0.020 , 0.777 , 1.057 , 0.690 , 0.578 , 0.775
 2.016 , 1.867 , 1.023 , 1.760 , 1.421 , 2.360 , 0.638 , 1.178 , 1.891 , 1.162 , 1.079 , 0.055 , 0.085 , 0.245 , 0.075 ,-0.023 , 0.589 , 0.413 , 0.005 , 0.509 , 1.081
-1.000 ,-1.374 ,-2.836 ,-0.399 ,-1.948 ,-1.063 , 0.523 , 1.920 , 0.963 , 1.902 , 0.716 ,-0.039 ,-0.233 ,-0.001 ,-0.243 ,-0.036 , 0.719 , 0.012 , 0.911 , 0.006 , 0.698
 1.266 , 1.245 , 0.471 , 1.480 , 1.982 , 1.202 , 0.500 , 0.988 , 1.204 , 1.169 , 0.826 ,-0.009 , 0.041 , 0.092 , 0.030 ,-0.094 , 1.040 , 0.675 , 0.340 , 0.759 , 1.582
-1.186 ,-1.553 ,-1.535 ,-1.331 ,-0.424 ,-2.633 , 0.501 , 1.163 , 0.961 , 1.012 , 1.106 , 0.051 , 0.126 , 0.191 ,-0.069 ,-0.047 , 1.328 , 1.732 , 2.072 , 0.978 , 0.592
 0.509 ,-0.013 ,-1.203 , 0.759 , 2.308 ,-0.726 , 0.437 , 1.134 , 0.997 , 1.891 , 0.737 , 0.044 , 0.007 , 0.084 , 0.248 ,-0.025 , 1.171 , 1.024 , 1.657 , 0.003 , 0.787
-1.316 ,-0.388 ,-0.385 ,-1.077 ,-1.509 , 0.424 , 0.445 , 0.967 , 1.164 , 1.161 , 0.688 ,-0.018 , 0.023 , 0.054 ,-0.093 ,-0.000 , 0.830 , 1.246 , 1.308 , 0.413 , 0.505
 1.726 , 1.525 ,-0.379 , 2.764 , 1.277 , 2.437 , 0.509 , 1.047 , 1.891 , 1.020 , 1.082 , 0.018 ,-0.003 , 0.247 , 0.032 , 0.047 , 0.911 , 0.718 , 0.003 , 1.430 , 0.592
 1.743 , 1.559 , 0.950 , 1.662 , 1.832 , 1.677 , 0.526 , 0.938 , 1.172 , 1.895 , 0.825 , 0.048 , 0.023 ,-0.046 , 0.245 , 0.065 , 0.672 , 0.818 , 1.208 , 0.005 , 0.574
 1.673 , 3.600 , 2.086 , 3.053 , 2.641 , 3.884 , 1.045 , 1.237 , 1.913 , 1.948 , 1.893 , 0.063 , 0.067 , 0.243 , 0.229 , 0.154 , 0.292 , 0.453 , 0.007 , 0.016 , 0.009
-1.448 ,-1.397 ,-1.915 ,-0.261 ,-0.441 ,-2.698 , 0.512 , 1.140 , 0.939 , 1.055 , 1.135 , 0.010 ,-0.059 ,-0.028 , 0.080 ,-0.091 , 1.046 , 0.636 , 0.698 , 1.338 , 0.273
-0.391 ,-0.350 ,-0.339 ,-0.168 ,-2.083 , 0.204 , 0.459 , 0.957 , 1.054 , 1.289 , 0.698 , 0.017 ,-0.033 , 0.037 ,-0.087 , 0.029 , 0.875 , 0.805 , 0.386 , 0.268 , 1.009
 2.508 , 3.547 , 3.277 , 2.694 , 1.884 , 3.807 , 1.039 , 1.961 , 1.912 , 1.167 , 1.875 ,-0.102 , 0.222 , 0.242 ,-0.186 , 0.161 , 2.033 , 0.021 , 0.007 , 2.120 , 0.006
 0.088 , 0.234 , 1.061 ,-0.328 , 1.609 ,-0.493 , 0.448 , 1.009 , 0.989 , 1.177 , 0.712 ,-0.021 , 0.033 , 0.043 , 0.045 ,-0.024 , 1.074 , 0.479 , 1.703 , 0.676 , 0.863
 0.676 , 1.133 , 0.841 , 0.212 , 0.663 , 2.269 , 0.500 , 1.154 , 1.036 , 1.013 , 1.076 , 0.049 , 0.074 , 0.031 , 0.034 , 0.064 , 0.655 , 0.523 , 0.618 , 0.783 , 0.525
-1.432 ,-1.902 ,-3.199 ,-2.596 ,-1.045 ,-1.254 , 0.577 , 1.885 , 1.902 , 1.154 , 0.760 ,-0.024 ,-0.252 ,-0.240 ,-0.080 , 0.006 , 0.796 , 0.001 , 0.008 , 0.486 , 0.891
-0.839 ,-0.895 ,-0.327 ,-1.331 ,-0.363 ,-1.250 , 0.457 , 1.014 , 0.940 , 0.945 , 0.817 ,-0.037 ,-0.034 ,-0.012 ,-0.028 ,-0.043 , 0.708 , 0.428 , 0.791 , 0.780 , 0.726
-1.473 ,-1.695 ,-2.332 ,-1.686 ,-1.423 ,-1.455 , 0.571 , 1.937 , 1.144 , 1.126 , 0.851 ,-0.063 ,-0.230 ,-0.043 ,-0.015 ,-0.087 , 0.558 , 0.015 , 0.719 , 0.909 , 0.386
 2.100 , 1.580 , 0.977 , 1.918 , 1.531 , 2.100 , 0.510 , 0.928 , 1.255 , 1.147 , 1.084 , 0.040 ,-0.005 ,-0.129 , 0.060 , 0.098 , 0.748 , 0.977 , 1.740 , 0.639 , 0.331
-0.496 ,-0.758 ,-0.909 ,-2.693 ,-1.380 , 0.203 , 0.459 , 1.215 , 1.915 , 1.142 , 0.693 , 0.014 ,-0.093 ,-0.241 , 0.133 ,-0.070 , 1.209 , 0.346 , 0.008 , 1.780 , 1.727
-1.269 ,-2.450 ,-3.725 ,-2.648 ,-1.989 ,-1.260 , 0.657 , 1.899 , 1.194 , 1.914 , 0.829 ,-0.016 ,-0.239 ,-0.095 ,-0.240 ,-0.049 , 0.792 , 0.008 , 0.357 , 0.008 , 0.668
 0.544 , 1.050 , 1.747 , 0.971 , 2.491 , 0.118 , 0.459 , 1.217 , 0.965 , 1.178 , 0.711 ,-0.040 , 0.102 , 0.034 , 0.042 ,-0.066 , 1.243 , 0.288 , 0.754 , 0.730 , 1.187
 0.129 , 0.609 ,-0.762 , 1.950 , 0.863 , 0.559 , 0.442 , 1.168 , 1.196 , 1.142 , 0.673 ,-0.010 ,-0.071 , 0.045 , 0.030 ,-0.063 , 1.061 , 0.547 , 0.731 , 0.830 , 1.372
 2.073 , 2.548 , 3.114 , 2.363 , 2.230 , 2.351 , 0.644 , 1.914 , 1.221 , 1.153 , 1.079 , 0.072 , 0.241 , 0.091 , 0.038 , 0.078 , 0.476 , 0.008 , 0.323 , 0.760 , 0.440
 1.584 , 1.340 , 3.179 , 0.975 , 0.876 , 1.077 , 0.483 , 1.934 , 1.034 , 0.966 , 0.744 ,-0.018 , 0.235 , 0.033 , 0.034 ,-0.062 , 1.136 , 0.012 , 0.448 , 1.350 , 1.378
-0.173 ,-0.755 ,-1.565 ,-1.497 ,-2.905 , 0.508 , 0.455 , 1.178 , 1.233 , 1.902 , 0.661 ,-0.009 ,-0.083 ,-0.093 ,-0.242 ,-0.018 , 0.910 , 0.434 , 0.306 , 0.007 , 1.077
-0.030 ,-0.080 ,-1.240 ,-0.228 , 0.552 , 0.209 , 0.430 , 1.139 , 0.961 , 0.939 , 0.677 ,-0.029 ,-0.054 ,-0.112 ,-0.022 ,-0.011 , 1.215 , 0.682 , 1.732 , 0.871 , 1.196
-0.945 ,-1.312 ,-0.240 ,-1.226 ,-2.581 ,-1.431 , 0.528 , 0.973 , 1.163 , 1.916 , 0.851 ,-0.007 ,-0.047 ,-0.052 ,-0.242 , 0.019 , 0.971 , 1.091 , 0.694 , 0.008 , 1.131
 0.103 , 0.384 , 1.191 , 1.169 , 0.266 ,-0.260 , 0.453 , 1.164 , 1.130 , 1.123 , 0.681 ,-0.062 , 0.005 ,-0.070 , 0.027 ,-0.024 , 1.400 , 0.932 , 1.403 , 0.396 , 1.911
 0.398 ,-0.056 , 1.434 ,-0.756 , 0.517 ,-0.711 , 0.431 , 1.136 , 0.985 , 1.015 , 0.721 , 0.007 ,-0.039 ,-0.034 ,-0.036 ,-0.048 , 0.944 , 1.217 , 0.486 , 1.441 , 0.682
 0.151 ,-0.181 , 0.452 , 0.116 ,-1.204 ,-0.164 , 0.452 , 1.007 , 0.947 , 1.162 , 0.712 , 0.040 , 0.042 , 0.099 ,-0.009 , 0.002 , 1.211 , 0.993 , 1.610 , 0.941 , 0.913
 1.325 , 1.413 , 1.458 , 1.862 , 1.744 , 0.922 , 0.516 , 1.228 , 1.159 , 1.145 , 0.828 , 0.024 , 0.097 , 0.064 , 0.014 , 0.012 , 0.777 , 0.301 , 0.562 , 0.912 , 0.875
 0.769 , 0.532 ,-0.700 ,-0.439 , 1.642 , 1.093 , 0.452 , 1.054 , 1.012 , 1.160 , 0.758 ,-0.044 ,-0.040 ,-0.061 , 0.068 , 0.038 , 1.097 , 0.510 , 1.675 , 0.554 , 0.626
 1.152 , 0.569 , 1.409 ,-1.412 , 0.311 , 1.336 , 0.433 , 1.147 , 1.152 , 0.934 , 0.734 ,-0.030 , 0.079 ,-0.072 , 0.011 ,-0.211 , 1.237 , 0.513 , 0.554 , 0.808 , 2.479
-0.814 ,-0.717 ,-0.388 ,-0.323 ,-0.540 ,-1.180 , 0.437 , 0.955 , 1.004 , 0.958 , 0.723 ,-0.008 ,-0.036 , 0.028 ,-0.032 , 0.021 , 0.842 , 1.006 , 0.561 , 0.633 , 1.070
-0.128 ,-0.360 , 0.235 , 0.773 ,-2.598 ,-0.343 , 0.433 , 0.958 , 1.141 , 1.891 , 0.711 ,-0.009 , 0.022 , 0.056 ,-0.248 ,-0.028 , 0.676 , 0.846 , 0.657 , 0.003 , 0.560
 0.333 , 0.153 , 2.191 ,-2.297 ,-0.219 , 0.555 , 0.451 , 1.148 , 1.165 , 1.014 , 0.740 ,-0.022 , 0.067 ,-0.051 ,-0.015 , 0.025 , 1.132 , 0.580 , 0.705 , 0.708 , 0.589
 0.671 , 0.620 , 0.187 , 1.777 ,-0.946 , 1.029 , 0.445 , 0.951 , 1.158 , 1.038 , 0.722 , 0.002 ,-0.042 , 0.052 ,-0.037 , 0.010 , 1.012 , 1.232 , 0.676 , 0.401 , 0.964
 1.960 , 1.833 , 0.114 , 1.337 , 3.289 , 2.492 , 0.576 , 0.977 , 1.171 , 1.906 , 1.108 , 0.025 , 0.014 , 0.083 , 0.237 , 0.031 , 0.831 , 0.656 , 0.436 , 0.009 , 0.706
 0.044 , 0.219 , 0.357 , 0.196 ,-0.248 , 0.385 , 0.449 , 1.149 , 0.976 , 0.989 , 0.672 ,-0.076 ,-0.342 , 0.082 ,-0.023 ,-0.072 , 1.632 , 3.202 , 1.321 , 0.895 , 1.421
 0.999 , 0.676 , 0.458 , 0.102 , 2.732 , 0.287 , 0.459 , 1.002 , 1.038 , 1.916 , 0.704 ,-0.022 , 0.057 , 0.148 , 0.239 ,-0.042 , 1.359 , 1.019 , 2.106 , 0.009 , 1.428
 0.679 , 1.910 , 0.501 , 3.038 , 2.524 , 1.805 , 0.577 , 0.979 , 1.887 , 1.893 , 0.871 , 0.001 , 0.030 , 0.251 , 0.245 , 0.024 , 0.989 , 1.198 , 0.001 , 0.005 , 0.913
-1.186 ,-0.769 ,-1.731 ,-0.970 ,-1.502 , 0.033 , 0.473 , 1.155 , 1.168 , 1.256 , 0.700 ,-0.031 ,-0.068 ,-0.084 ,-0.094 ,-0.016 , 0.691 , 0.565 , 0.451 , 0.264 , 0.828
 2.400 , 2.302 , 3.048 , 1.667 , 3.647 , 1.299 , 0.638 , 1.904 , 1.182 , 1.909 , 0.813 ,-0.003 , 0.242 , 0.092 , 0.236 , 0.011 , 0.980 , 0.007 , 0.381 , 0.010 , 0.898
-0.189 ,-0.408 , 2.178 ,-1.799 , 0.022 ,-1.186 , 0.440 , 1.199 , 1.158 , 0.997 , 0.742 , 0.040 , 0.065 ,-0.071 ,-0.004 , 0.122 , 1.433 , 0.608 , 0.554 , 0.726 , 1.783
 0.502 , 0.620 , 0.322 , 1.149 , 0.268 , 0.691 , 0.440 , 0.938 , 1.020 , 0.994 , 0.684 ,-0.069 ,-0.029 , 0.036 , 0.006 ,-0.144 , 1.299 , 1.424 , 0.410 , 0.778 , 1.846
-0.749 ,-1.187 ,-1.653 ,-2.954 ,-1.069 ,-0.430 , 0.476 , 1.171 , 1.904 , 1.183 , 0.684 , 0.001 ,-0.058 ,-0.243 , 0.016 ,-0.058 , 1.089 , 0.632 , 0.006 , 1.078 , 1.443
-0.951 ,-0.454 ,-0.157 ,-1.043 ,-0.355 ,-0.348 , 0.442 , 0.955 , 0.975 , 0.916 , 0.722 ,-0.043 ,-0.033 ,-0.020 ,-0.010 ,-0.034 , 0.943 , 0.621 , 1.350 , 0.905 , 0.772
 0.560 , 0.425 ,-0.930 , 2.196 , 0.165 , 0.328 , 0.440 , 1.195 , 1.185 , 0.945 , 0.717 ,-0.006 , 0.081 , 0.097 , 0.017 , 0.026 , 0.891 , 1.531 , 0.353 , 1.000 , 0.596
 2.183 , 2.364 , 2.784 , 1.683 , 3.021 , 1.939 , 0.628 , 1.889 , 1.153 , 1.891 , 0.820 , 0.082 , 0.246 , 0.076 , 0.249 , 0.076 , 0.462 , 0.004 , 0.524 , 0.003 , 0.514
 0.697 , 2.211 , 1.282 , 2.833 , 2.565 , 1.900 , 0.637 , 1.176 , 1.900 , 1.898 , 0.826 , 0.030 , 0.065 , 0.244 , 0.245 , 0.003 , 0.768 , 0.595 , 0.005 , 0.005 , 1.030
-0.827 ,-0.692 ,-1.512 , 0.378 ,-1.623 ,-0.397 , 0.447 , 1.149 , 1.009 , 1.141 , 0.696 ,-0.036 ,-0.055 , 0.029 ,-0.063 ,-0.037 , 0.667 , 0.673 , 0.508 , 0.620 , 0.608
 1.265 , 0.840 , 2.878 ,-0.375 , 0.293 , 1.010 , 0.456 , 1.904 , 1.023 , 0.941 , 0.746 , 0.015 , 0.240 , 0.006 , 0.004 , 0.025 , 0.951 , 0.008 , 0.720 , 1.245 , 0.904
 2.161 , 2.156 , 2.056 , 1.082 , 2.323 , 2.778 , 0.578 , 1.263 , 0.995 , 1.907 , 1.072 ,-0.008 , 0.057 ,-0.054 , 0.241 ,-0.012 , 1.021 , 0.672 , 1.474 , 0.007 , 1.008
 2.999 , 3.430 , 2.958 , 3.125 , 1.228 , 3.822 , 1.037 , 1.893 , 1.904 , 1.171 , 1.887 ,-0.110 , 0.246 , 0.240 ,-0.072 , 0.158 , 2.196 , 0.005 , 0.008 , 1.446 , 0.007
 0.004 ,-0.284 ,-0.890 ,-0.668 , 1.954 ,-0.845 , 0.443 , 1.152 , 0.965 , 1.189 , 0.735 , 0.023 , 0.026 ,-0.027 , 0.079 , 0.125 , 1.251 , 1.129 , 0.673 , 0.453 , 1.858
 1.502 , 1.507 , 0.846 , 1.625 , 2.660 , 1.387 , 0.501 , 0.951 , 1.129 , 1.890 , 0.844 , 0.041 ,-0.019 , 0.034 , 0.246 , 0.032 , 0.670 , 0.711 , 0.803 , 0.004 , 0.749
 0.747 , 0.550 , 0.805 ,-0.747 , 0.678 , 0.884 , 0.438 , 1.129 , 1.220 , 0.922 , 0.690 ,-0.012 ,-0.006 ,-0.011 , 0.021 , 0.009 , 0.902 , 1.027 , 0.960 , 0.755 , 0.859
 0.930 , 0.658 , 1.006 , 0.385 , 1.504 , 0.271 , 0.477 , 1.237 , 1.127 , 1.165 , 0.683 ,-0.024 ,-0.192 , 0.061 ,-0.091 ,-0.020 , 1.185 , 2.163 , 0.643 , 1.548 , 0.942
 1.962 , 1.559 , 3.023 , 0.484 , 2.004 , 1.354 , 0.539 , 1.914 , 0.953 , 1.305 , 0.839 , 0.039 , 0.239 , 0.006 , 0.097 , 0.067 , 0.689 , 0.009 , 0.914 , 0.214 , 0.557
 1.158 , 0.676 ,-0.173 , 0.595 ,-0.638 , 2.171 , 0.456 , 0.968 , 0.930 , 1.020 , 0.887 , 0.013 , 0.177 , 0.024 ,-0.011 , 0.082 , 1.019 , 2.234 , 0.683 , 0.653 , 0.325
 1.018 , 0.562 ,-0.900 , 2.460 , 1.942 ,-0.195 , 0.454 , 1.174 , 1.905 , 1.152 , 0.743 ,-0.019 ,-0.050 , 0.244 ,-0.058 ,-0.013 , 1.001 , 0.688 , 0.006 , 1.295 , 0.991
 0.170 ,-0.087 , 0.879 ,-0.539 ,-1.404 , 0.131 , 0.437 , 1.131 , 1.153 , 1.251 , 0.668 ,-0.030 ,-0.105 ,-0.050 , 0.103 , 0.017 , 1.082 , 1.609 , 0.702 , 1.689 , 1.010
 0.704 , 0.955 , 1.805 , 1.462 , 1.486 , 0.268 , 0.476 , 1.901 , 1.172 , 1.171 , 0.672 , 0.056 , 0.244 , 0.079 , 0.092 , 0.001 , 0.554 , 0.006 , 0.478 , 0.398 , 0.719
-0.766 ,-1.431 ,-0.423 ,-1.504 ,-1.604 ,-2.108 , 0.519 , 0.968 , 1.208 , 1.165 , 1.062 , 0.053 , 0.239 ,-0.087 ,-0.090 ,-0.033 , 1.478 , 2.377 , 0.405 , 0.422 , 0.750
 1.772 , 1.482 , 1.656 , 0.321 , 2.414 , 1.626 , 0.517 , 1.272 , 0.981 , 1.905 , 0.754 , 0.022 , 0.078 , 0.031 , 0.244 , 0.025 , 0.922 , 0.382 , 1.138 , 0.006 , 1.025
 1.337 , 1.439 ,-0.238 , 0.689 , 3.622 , 2.096 , 0.494 , 1.009 , 0.954 , 1.901 , 1.071 , 0.023 , 0.031 , 0.029 , 0.241 , 0.079 , 0.861 , 0.979 , 0.807 , 0.007 , 0.464
 0.959 , 0.568 , 1.066 , 0.218 , 0.982 , 0.309 , 0.477 , 1.170 , 1.023 , 1.141 , 0.768 ,-0.007 , 0.085 ,-0.005 ,-0.067 ,-0.007 , 0.953 , 0.447 , 1.001 , 1.387 , 0.952
 0.960 , 0.887 , 2.828 , 0.601 , 0.801 , 0.374 , 0.470 , 1.926 , 1.000 , 0.988 , 0.703 , 0.004 , 0.231 , 0.037 , 0.030 ,-0.020 , 0.848 , 0.014 , 0.465 , 0.552 , 1.066
-0.308 ,-0.213 , 0.124 ,-1.341 , 0.212 ,-0.073 , 0.450 , 0.999 , 1.066 , 1.035 , 0.676 ,-0.054 ,-0.041 ,-0.020 ,-0.020 , 0.008 , 1.140 , 0.700 , 1.439 , 0.555 , 1.009
-0.049 ,-0.367 ,-0.092 , 0.226 ,-0.579 ,-0.733 , 0.445 , 0.932 , 0.950 , 1.253 , 0.686 , 0.029 , 0.008 , 0.132 ,-0.101 ,-0.009 , 1.188 , 0.892 , 1.921 , 0.251 , 0.989
 0.973 , 1.446 , 1.365 , 0.981 , 1.758 , 1.691 , 0.504 , 1.163 , 0.930 , 1.218 , 0.871 , 0.006 , 0.087 ,-0.021 , 0.050 ,-0.041 , 0.939 , 0.438 , 1.326 , 0.719 , 1.133
-1.724 ,-1.912 ,-3.491 ,-2.769 ,-1.174 ,-1.276 , 0.525 , 1.911 , 1.889 , 1.052 , 0.705 ,-0.052 ,-0.240 ,-0.245 ,-0.036 ,-0.032 , 0.643 , 0.008 , 0.005 , 0.362 , 0.804
-0.488 ,-0.083 , 1.114 ,-1.059 ,-1.040 , 0.208 , 0.460 , 0.995 , 1.161 , 1.188 , 0.721 ,-0.024 , 0.024 ,-0.083 , 0.223 ,-0.124 , 1.169 , 0.691 , 0.454 , 2.325 , 1.413
-0.466 , 0.464 ,-1.370 , 0.021 , 1.246 , 1.358 , 0.452 , 1.161 , 0.988 , 1.213 , 0.827 ,-0.029 ,-0.046 , 0.010 ,-0.336 , 0.030 , 1.156 , 0.684 , 0.958 , 3.254 , 0.760
-0.474 ,-1.311 ,-2.013 ,-2.440 , 0.450 ,-1.455 , 0.505 , 1.163 , 1.904 , 0.990 , 0.823 ,-0.019 ,-0.031 ,-0.244 , 0.020 ,-0.057 , 0.821 , 0.773 , 0.006 , 0.739 , 0.614
 0.675 , 1.190 , 2.663 , 0.233 , 1.103 , 1.036 , 0.540 , 1.921 , 1.072 , 1.130 , 0.843 , 0.030 , 0.239 , 0.003 , 0.050 , 0.046 , 0.759 , 0.010 , 0.673 , 0.709 , 0.718
 0.687 , 1.265 , 1.773 , 1.441 , 0.704 , 1.243 , 0.519 , 1.148 , 1.277 , 1.022 , 0.896 , 0.006 ,-0.162 , 0.079 , 0.022 , 0.049 , 0.882 , 1.962 , 0.315 , 1.282 , 0.553
 0.087 ,-0.211 , 0.464 , 0.857 , 0.001 ,-1.446 , 0.432 , 0.933 , 0.948 , 0.971 , 0.828 , 0.000 , 0.021 ,-0.037 ,-0.001 ,-0.034 , 1.130 , 0.713 , 1.359 , 1.397 , 0.752
-1.100 ,-1.510 ,-1.369 ,-1.653 ,-1.704 ,-1.427 , 0.498 , 1.133 , 1.241 , 1.137 , 0.741 , 0.098 , 0.057 ,-0.065 ,-0.059 , 0.253 , 1.792 , 1.329 , 0.588 , 0.637 , 2.917
 1.905 , 1.101 , 1.160 , 1.753 , 0.801 , 0.787 , 0.477 , 1.179 , 0.937 , 1.130 , 0.715 ,-0.010 ,-0.187 ,-0.001 , 0.063 , 0.020 , 1.052 , 2.096 , 1.073 , 0.631 , 0.589
 1.906 , 2.577 , 2.782 , 1.981 , 1.013 , 3.578 , 0.753 , 1.916 , 1.149 , 1.149 , 1.869 ,-0.095 , 0.236 ,-0.017 ,-0.133 , 0.166 , 1.866 , 0.011 , 1.078 , 1.773 , 0.004
-1.423 ,-0.679 ,-2.923 ,-0.191 ,-0.202 ,-0.288 , 0.458 , 1.907 , 1.031 , 0.971 , 0.687 ,-0.005 ,-0.242 ,-0.036 , 0.071 ,-0.042 , 1.009 , 0.007 , 0.377 , 1.297 , 1.052
 2.298 , 2.159 , 1.578 , 2.002 , 1.447 , 3.395 , 0.635 , 1.136 , 1.181 , 1.139 , 1.870 , 0.052 , 0.031 , 0.079 , 0.048 , 0.165 , 0.617 , 0.809 , 0.455 , 0.720 , 0.004
 1.373 , 1.766 , 2.922 , 2.978 , 2.704 , 0.616 , 0.582 , 1.928 , 2.046 , 1.925 , 0.674 , 0.056 , 0.231 , 0.205 , 0.233 , 0.032 , 0.621 , 0.014 , 0.035 , 0.013 , 0.662
 1.936 , 1.937 , 3.336 , 0.560 , 2.620 , 1.689 , 0.570 , 1.912 , 0.984 , 1.900 , 0.838 , 0.034 , 0.241 , 0.044 , 0.240 , 0.018 , 0.748 , 0.008 , 0.673 , 0.008 , 0.815
-0.729 ,-1.112 ,-0.294 ,-0.339 ,-1.208 ,-2.285 , 0.462 , 0.992 , 1.060 , 1.029 , 1.078 , 0.038 , 0.034 , 0.165 , 0.022 ,-0.092 , 1.133 , 0.467 , 1.989 , 1.203 , 0.371
